,t-SNE dimension 1,t-SNE dimension 2,label,file
209,-24.035103,-2.239122,4 (Classical),asap___Beethoven_Piano_Sonatas_24-1_Lisiecki05M
210,-28.675882,-1.8626062,4 (Classical),asap___Beethoven_Piano_Sonatas_24-1_no_2_repeat_Cui06M
211,-28.348415,-2.1024952,4 (Classical),asap___Beethoven_Piano_Sonatas_24-1_no_2_repeat_DeTurck06M
212,-29.543158,-2.9438045,4 (Classical),asap___Beethoven_Piano_Sonatas_24-1_no_repeat_Lou02M
213,-22.884188,-2.0268369,4 (Classical),asap___Beethoven_Piano_Sonatas_24-2_Lisiecki05M
214,-22.28383,-2.410204,4 (Classical),asap___Beethoven_Piano_Sonatas_26-1_HuNY02M
215,-26.145285,-1.9573224,4 (Classical),asap___Beethoven_Piano_Sonatas_26-1_Sham03M
216,-24.339611,-2.236862,4 (Classical),asap___Beethoven_Piano_Sonatas_26-1_Zhdanov05M
217,-27.344156,-1.699664,4 (Classical),asap___Beethoven_Piano_Sonatas_26-1_no_repeat_Kim02M
218,-23.383883,-1.8392156,4 (Classical),asap___Beethoven_Piano_Sonatas_26-2_HONG05M
219,-23.16382,-1.6356395,4 (Classical),asap___Beethoven_Piano_Sonatas_26-2_LEE_K05M
220,-29.159845,-2.4148915,4 (Classical),asap___Beethoven_Piano_Sonatas_26-3_HONG05M
221,-27.459175,-0.71119034,4 (Classical),asap___Beethoven_Piano_Sonatas_26-3_Zhdanov05M
222,-27.079266,-2.4508946,4 (Classical),asap___Beethoven_Piano_Sonatas_27-1_GiacomelliN04M
223,-26.48131,-2.3282626,4 (Classical),asap___Beethoven_Piano_Sonatas_27-1_Ko05M
224,-27.546032,-2.4463644,4 (Classical),asap___Beethoven_Piano_Sonatas_27-1_MiyashitaM02M
225,-23.9385,0.13836645,4 (Classical),asap___Beethoven_Piano_Sonatas_27-2_GiacomelliN05M
226,-24.826702,-1.6853814,4 (Classical),asap___Beethoven_Piano_Sonatas_28-1_KimHJ02M
227,-25.697147,-2.198106,4 (Classical),asap___Beethoven_Piano_Sonatas_28-1_KyykhynenT06M
228,-26.648918,-2.4449835,4 (Classical),asap___Beethoven_Piano_Sonatas_28-1_WangY04M
229,-21.799755,-1.0452439,4 (Classical),asap___Beethoven_Piano_Sonatas_3-2_MiyashitaM04M
230,-24.471304,-0.06497221,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_ADIG05M
231,-24.281326,-0.22191712,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_AbdelmoulaJS03M
232,-23.794159,0.022024617,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_Ahfat02M
233,-24.229828,0.24031852,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_BrendleA03M
234,-24.336954,0.24245231,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_HuangSW08M
235,-24.202024,-0.41550186,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_LeungM03M
236,-24.182636,0.06472319,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_Na06M
237,-25.048086,-0.7658971,4 (Classical),asap___Beethoven_Piano_Sonatas_31-1_Zuber04M
238,-23.895472,-2.5053294,4 (Classical),asap___Beethoven_Piano_Sonatas_31-2_ADIG05M
239,-29.195114,-1.1257445,4 (Classical),asap___Beethoven_Piano_Sonatas_32-1_DupreeF03M
240,-29.047268,-1.6178316,4 (Classical),asap___Beethoven_Piano_Sonatas_32-1_HouY04M
241,-27.218575,-0.81009716,4 (Classical),asap___Beethoven_Piano_Sonatas_32-1_Jussow06M
242,-23.258541,-1.1709418,4 (Classical),asap___Beethoven_Piano_Sonatas_4-1_Chon03M
243,-20.120735,-2.126905,4 (Classical),asap___Beethoven_Piano_Sonatas_4-1_LeeE02M
244,-23.85064,-2.3210719,4 (Classical),asap___Beethoven_Piano_Sonatas_4-1_LiA04M
245,-21.889755,-2.2451646,4 (Classical),asap___Beethoven_Piano_Sonatas_4-1_SirajA02M
246,-26.873774,-2.5124848,4 (Classical),asap___Beethoven_Piano_Sonatas_5-1_Colafelice02M
247,-24.901869,-1.476227,4 (Classical),asap___Beethoven_Piano_Sonatas_5-1_SunD02M
248,-25.995975,-0.1761042,4 (Classical),asap___Beethoven_Piano_Sonatas_7-1_Hebert01M
249,-25.870522,-0.26907086,4 (Classical),asap___Beethoven_Piano_Sonatas_7-1_Larionova04M
250,-28.05433,-1.565011,4 (Classical),asap___Beethoven_Piano_Sonatas_7-1_LeeS02M
251,-25.964527,-0.5410394,4 (Classical),asap___Beethoven_Piano_Sonatas_7-1_Wang02M
252,-28.993807,-1.8312271,4 (Classical),asap___Beethoven_Piano_Sonatas_7-1_WangY01M
253,-25.662212,0.19498295,4 (Classical),asap___Beethoven_Piano_Sonatas_7-1_ZhangE02M
254,-24.275463,-2.150358,4 (Classical),asap___Beethoven_Piano_Sonatas_7-4_Larionova04M
255,-24.226042,-1.9125352,4 (Classical),asap___Beethoven_Piano_Sonatas_7-4_LeeS05M
256,-21.92525,-0.17422824,4 (Classical),asap___Beethoven_Piano_Sonatas_8-1_Na06M
257,-28.381433,-0.9272766,4 (Classical),asap___Beethoven_Piano_Sonatas_8-3_Na06M
258,-24.621254,-0.05679178,4 (Classical),asap___Beethoven_Piano_Sonatas_9-1_Tysman05M
259,-29.43677,-1.6890885,4 (Classical),asap___Beethoven_Piano_Sonatas_9-3_Tysman05M
260,-21.952572,-1.1287497,4 (Classical),asap___Chopin_Ballades_1_BuiJL04M
261,-21.894716,-0.7609971,4 (Classical),asap___Chopin_Ballades_1_JIA06M
262,-22.712856,-0.55842936,4 (Classical),asap___Chopin_Ballades_1_KimSuyeon04M
263,-21.623014,-0.81017804,4 (Classical),asap___Chopin_Ballades_1_Mo07M
264,-22.58187,-0.09480321,4 (Classical),asap___Chopin_Ballades_1_MunA19M
265,-21.344675,-0.9941732,4 (Classical),asap___Chopin_Ballades_1_Richardson13M
266,-22.287579,-1.154184,4 (Classical),asap___Chopin_Ballades_1_Sladek04M
267,-24.441172,-0.010109197,4 (Classical),asap___Chopin_Ballades_1_Zhou06M
268,-24.456112,-1.5650659,4 (Classical),asap___Chopin_Ballades_3_Ko11M
269,-22.316008,-0.15904169,4 (Classical),asap___Chopin_Ballades_3_LinPeng06M
270,-28.448296,-2.7242541,4 (Classical),asap___Chopin_Ballades_4_ChenC04M
271,-28.832426,-3.128006,4 (Classical),asap___Chopin_Ballades_4_Kociuban07M
272,-25.18837,-1.6127207,4 (Classical),asap___Chopin_Ballades_4_Levitsky18M
273,-25.89548,-2.5218947,4 (Classical),asap___Chopin_Ballades_4_LuEric04M
274,-29.054342,-2.8215392,4 (Classical),asap___Chopin_Ballades_4_MiyashitaM04M
275,-27.677217,-2.2681596,4 (Classical),asap___Chopin_Ballades_4_Mizumoto02M
276,-27.989494,-2.3100307,4 (Classical),asap___Chopin_Ballades_4_Nikiforov13M
277,-24.756865,-0.4553066,4 (Classical),asap___Chopin_Barcarolle_LeeSH05M
278,-23.471502,0.35050884,4 (Classical),asap___Chopin_Barcarolle_Na09M
279,-26.60685,-2.0579903,4 (Classical),asap___Chopin_Barcarolle_Ozel10M
280,-25.44373,-1.6778204,4 (Classical),asap___Chopin_Barcarolle_Park10M
281,-28.186192,-1.8634412,4 (Classical),asap___Chopin_Barcarolle_Rozanski07M
282,-26.201048,-2.3446105,4 (Classical),asap___Chopin_Berceuse_op_57_LeungM07M
283,-28.497984,-3.563584,4 (Classical),asap___Chopin_Berceuse_op_57_MiyashitaM06M
