,t-SNE dimension 1,t-SNE dimension 2,label,file
29,-14.230153,-4.5368643,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_862_Song04M
30,-14.485541,-3.834309,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_863_LeeN01M
31,-11.233734,-4.701391,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_863_Shychko01M
32,-13.522959,-4.564533,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_863_TongB01M
33,-12.364468,-2.9179132,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_864_SunD01M
34,-9.13586,-6.03661,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_865_Teo01M
35,-13.170233,-4.5509596,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_865_ZhangE01M
36,-14.694427,-3.5970013,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_867_HuNY01M
37,-10.818039,-4.982328,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_867_Sham01M
38,-13.156673,-4.5306325,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_868_GonzalezJ05M
39,-9.936953,-3.3649623,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_870_ChenW01M
40,-12.066811,-3.3634186,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_870_LeeE01M
41,-11.747074,-5.784664,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_870_MaximovI01M
42,-13.061371,-5.3803945,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_873_Lisiecki13M
43,-15.274887,-4.857245,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_874_BianF01
44,-11.529777,-5.4456925,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_874_Kurz01M
45,-12.568424,-3.5074017,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_874_WongWY01M
46,-9.308193,-5.4744487,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_875_Ahfat01M
47,-13.728202,-4.1086607,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_875_CaoJ01M
48,-12.847235,-4.471101,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_876_SirajA01M
49,-9.523214,-5.5626655,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_876_Song01M
50,-11.925471,-4.8219256,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_880_LeungR01M
51,-11.742996,-5.646238,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_880_WangA04M
52,-14.99375,-3.9405837,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_883_GuoE01M
53,-14.940311,-4.020008,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_883_Herbert02
54,-10.849951,-4.4657016,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_883_KaiRuiR03
55,-15.43673,-4.692094,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_883_Khmara04
56,-13.195977,-2.5243924,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_883_LuM01M
57,-12.515598,-4.5357203,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_884_LiA01M
58,-8.918273,-5.8214536,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_885_Guo01M
59,-11.900131,-5.2157617,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_885_Huang04M
60,-11.225937,-3.0475783,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_885_JeonH01M
61,-9.19418,-5.8855004,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_885_SINKEV06
62,-15.742296,-3.692174,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_887_LiYZ01M
63,-12.787506,-2.6893158,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_888_ZhaoK01M
64,-8.170004,-5.721287,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_889_Giesbrecht01M
65,-11.573853,-4.238827,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_889_LiuY01M
66,-11.482278,-1.9537714,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_889_MunA01M
67,-8.300592,-5.9334993,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_889_Wang01M
68,-11.846827,-3.6198165,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_889_YangY02M
69,-11.411495,-4.078748,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_889_ZhangW02M
70,-11.67354,-5.7732434,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_891_Duepree06M
71,-9.75484,-5.5460615,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_892_Hou01M
72,-13.043199,-4.7628284,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_892_KabuliL01M
73,-12.237259,-5.769647,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_893_Kleisen04M
74,-10.577931,-5.9455953,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_893_Levitsky04M
75,-13.941677,-4.2545815,1 (Classical + Groove + Jazz),asap___Bach_Fugue_bwv_893_Wong01M
76,-12.059838,-6.2714252,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_846_Shi05M
77,-13.1245365,-5.622561,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_Denisova06M
78,-11.138817,-5.966883,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_Lee01M
79,-13.444006,-4.4301276,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_LeeSH01M
80,-13.987608,-5.3470807,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_Lin04M
81,-11.319112,-5.8536777,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_Lou01M
82,-13.073374,-3.0855434,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_MiyashitaM01M
83,-10.810742,-5.6907353,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_Mizumoto03M
84,-13.215019,-4.722986,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_SunY01M
85,-9.886527,-5.878248,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_848_Zhou01M
86,-15.583474,-3.6579869,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_854_LuA01M
87,-13.744125,-4.563981,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_854_MiyashitaM01M
88,-10.453414,-5.600615,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_854_Ozaki01M
89,-15.768706,-4.1361065,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_854_Richardson01M
90,-14.395098,-4.3058076,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_854_WangA01M
91,-13.146276,-3.7275565,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_856_LuoJ01M
92,-14.429837,-3.3991134,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_857_Bult-ItoS02M
93,-10.681389,-5.770554,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_857_Lan01M
94,-15.563023,-4.4522343,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_857_Lisiecki04M
95,-15.128625,-4.401148,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_857_ToA01M
96,-15.745115,-3.8172224,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_857_WangA01M
97,-14.091572,-4.403822,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_857_YuP01M
98,-16.049528,-3.813736,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_858_VuV01M
99,-9.898943,-5.329667,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_858_Zhang01M
100,-11.189802,-5.808751,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_860_Ko04M
101,-12.051872,-5.5509195,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_860_Nikiforov05M
102,-11.814265,-5.170097,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_860_Tetzloff04M
103,-10.997133,-4.6002545,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_860_TuanS01M
104,-13.499452,-2.9386876,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_860_YoungS01M
105,-12.449124,-5.3979053,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_860_ZhangH04M
106,-12.683203,-5.19345,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_862_Song04M
107,-14.062596,-3.9913607,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_863_LeeN01M
108,-9.241771,-5.9437194,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_863_Shychko01M
109,-13.058604,-5.1005616,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_863_TongB01M
110,-13.475223,-2.907752,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_864_SunD01M
111,-8.567051,-5.841531,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_865_Rizikov01M
112,-9.0501,-5.8005137,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_865_Teo01M
113,-12.160262,-4.4555416,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_865_ZhangE01M
114,-15.305003,-3.389327,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_867_HuNY01M
115,-13.678165,-3.6804233,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_867_Sham01M
116,-13.456257,-5.1045504,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_868_GonzalezJ05M
117,-12.654826,-3.3648415,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_870_ChenW01M
118,-14.774014,-3.7088537,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_870_LeeE01M
119,-15.3242,-4.7529974,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_870_MaximovI01M
120,-15.706541,-4.1499667,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_873_Lisiecki13M
121,-8.426751,-5.8525014,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_874_BianF01M
122,-10.785385,-2.6845756,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_874_WongWY01M
123,-8.922141,-5.465016,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_875_Ahfat01M
124,-13.819061,-4.51583,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_875_CaoJ01M
125,-8.938039,-5.721178,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_875_HONG04M
126,-12.4620285,-4.1569486,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_876_SirajA01M
127,-9.917146,-5.467269,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_876_Song01M
128,-14.818083,-5.0276003,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_880_LeungR01M
129,-13.822127,-5.598371,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_880_WangA04M
130,-15.808616,-4.1631665,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_883_GuoE01M
131,-15.479548,-3.6181092,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_883_LuM01M
132,-12.70212,-4.6035147,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_884_LiA01M
133,-10.676063,-5.0561414,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_885_Guo01M
134,-14.334419,-4.853278,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_885_Huang04M
135,-16.123999,-4.176195,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_885_JeonH01M
136,-13.843942,-4.9313674,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_885_SINKEV06
137,-13.141334,-3.1217663,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_887_LiYZ01M
138,-15.508255,-3.378439,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_888_ZhaoK01M
139,-10.046482,-5.048633,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_889_Giesbrecht01M
140,-15.096374,-4.159991,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_889_LiuY01M
141,-13.12205,-2.7920384,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_889_MunA01M
142,-10.236435,-5.178782,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_889_Wang01M
143,-13.467793,-3.6082232,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_889_YangY02M
144,-12.962531,-3.9374068,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_889_ZhangW02M
145,-9.881111,-5.919727,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_891_BLINOV04M
146,-12.993143,-5.7170916,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_891_Duepree06M
147,-10.123171,-5.495479,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_892_Hou01M
148,-13.117855,-4.7309055,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_892_KabuliL01M
149,-13.975641,-5.0026236,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_893_Kleisen04M
150,-14.150617,-5.0570526,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_893_Levitsky04M
151,-15.1466255,-3.9477732,1 (Classical + Groove + Jazz),asap___Bach_Prelude_bwv_893_Wong01M
152,-7.9161763,-6.1795983,1 (Classical + Groove + Jazz),asap___Balakirev_Islamey_CHEN10M
153,-8.171302,-5.7010746,1 (Classical + Groove + Jazz),asap___Balakirev_Islamey_Na08M
154,-9.356002,-5.0223436,1 (Classical + Groove + Jazz),asap___Balakirev_Islamey_Yi04M
155,-10.336833,0.84063023,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_10-1_Hou02M
156,-12.0567045,-5.6953716,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_11-1_LiC03M
157,-11.514978,-4.5073013,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_11-1_LiYZ03M
158,-12.479534,-6.014487,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_11-1_MaximovI02M
159,-11.940521,-4.399992,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_11-1_ZhaoK02M
160,-13.346628,-4.882263,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_12-1_Kleisen05M
161,-8.344984,-6.116978,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_16-1_BuiJL02M
162,-8.230669,-6.021945,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_16-1_Khmara05M
163,-8.834979,-4.4626646,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_16-1_LeeSH02M
164,-11.233486,-4.852795,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_16-1_LuoJ03M
165,-10.472692,-5.397418,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_16-1_Woo05M
166,-14.87734,-4.6459174,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-1_KaszoS09M
167,-8.508338,-5.138798,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-1_no_repeat_GuoE02M
168,-7.869181,-5.982655,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-1_no_repeat_KabuliL02M
169,-8.885861,-5.9958024,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-1_no_repeat_Richardson02M
170,-7.6177797,-5.831178,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-1_no_repeat_TuanS02M
171,-7.711671,-6.0701113,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-1_no_repeat_WangH03M
172,-15.252873,-4.6765084,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-2_USHIKI05M
173,-11.513358,-5.1873307,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-3_KaszoS11M
174,-9.064723,-5.0046015,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_17-3_USHIKI05M
175,-13.362603,-3.0675216,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-1_ChenGuang03M
176,-11.0945215,-4.3098984,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-1_KOLESO06M
177,-11.752997,-3.4176085,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-1_LeungR02M
178,-12.2796545,-5.068844,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-1_Levitsky05M
179,-12.305399,-5.402917,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-1_ZhangH05M
180,-10.442548,-4.5353813,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-4_ChenGuang06M
181,-10.065276,-4.547358,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_18-4_KOLESO06M
182,-8.203196,-6.0279913,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_KaiRuiR02M
183,-9.456804,-3.2288113,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_Sekino05M
184,-10.157409,-4.8371696,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_GonzalezJ06M
185,-10.94214,-4.8278403,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_KimSY02M
186,-11.892029,-3.1543474,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_LeeN02M
187,-11.440062,-1.8346002,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_RichardsonC02M
188,-9.0167265,-4.938567,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_Shychko02M
189,-9.04252,-6.1084375,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_Sladek02M
190,-10.492457,-5.04917,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_Song03M
191,-9.36868,-2.4366155,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_SunY02M
192,-9.916338,-3.648952,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_Tetzloff05M
193,-11.199108,-4.325722,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_ToA02M
194,-9.031767,-3.9464555,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_TongB03M
195,-9.756497,-3.130926,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_WangA02M
196,-12.164526,-2.2693093,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_YeZ02M
197,-9.05525,-2.851351,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-1_no_repeat_ZhangW01M
198,-15.794047,-4.44111,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-2_YOO05M
199,-14.943559,-4.9627676,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-3_KimSY04M
200,-15.641772,-4.911785,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-3_Sekino05M
201,-14.512929,-4.7703657,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_21-3_YOO05M
202,-12.002695,-4.86361,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_22-2_KOLESO04M
203,-9.592724,-2.206151,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_23-1_Duepree05M
204,-7.2041473,-6.2592626,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_23-1_Guo03M
205,-7.930293,-5.998602,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_23-1_LiuC02M
206,-7.2137785,-6.54414,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_23-1_Mizumoto06M
207,-8.560553,-4.3249846,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_23-1_Teo02M
208,-7.460004,-6.472987,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_23-1_Yi02M
209,-13.62408,-0.82416046,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_24-1_Lisiecki05M
210,-12.237754,-4.983198,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_24-1_no_2_repeat_Cui06M
211,-12.05661,-4.647546,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_24-1_no_2_repeat_DeTurck06M
212,-11.279296,-5.3308268,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_24-1_no_repeat_Lou02M
213,-12.457456,-1.2654163,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_24-2_Lisiecki05M
214,-15.697219,-2.0782955,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-1_HuNY02M
215,-10.926338,-2.0664058,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-1_Sham03M
216,-13.361006,-0.7367489,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-1_Zhdanov05M
217,-11.745333,-3.8805864,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-1_no_repeat_Kim02M
218,-15.84638,-3.9267159,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-2_HONG05M
219,-16.869333,-4.574916,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-2_LEE_K05M
220,-12.013432,-5.394596,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-3_HONG05M
221,-8.213419,-4.28454,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_26-3_Zhdanov05M
222,-11.9030285,-0.024864897,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_27-1_GiacomelliN04M
223,-11.047988,0.045362305,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_27-1_Ko05M
224,-10.4577675,-2.7287812,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_27-1_MiyashitaM02M
225,-14.424035,-5.3713,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_27-2_GiacomelliN05M
226,-12.53083,-2.804035,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_28-1_KimHJ02M
227,-13.194163,-3.2742138,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_28-1_KyykhynenT06M
228,-12.652695,-3.1678958,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_28-1_WangY04M
229,-16.205503,-3.7805617,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_3-2_MiyashitaM04M
230,-11.518597,-5.796728,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_ADIG05M
231,-12.851127,-5.097972,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_AbdelmoulaJS03M
232,-10.949644,-5.9117846,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_Ahfat02M
233,-12.190008,-5.3154483,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_BrendleA03M
234,-13.716903,-4.7883883,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_HuangSW08M
235,-13.589539,-5.4176846,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_LeungM03M
236,-11.386932,-5.2563796,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_Na06M
237,-11.108024,-4.906167,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-1_Zuber04M
238,-11.851566,-0.5050104,1 (Classical + Groove + Jazz),asap___Beethoven_Piano_Sonatas_31-2_ADIG05M
